categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
neighbors-200,wikipedia_sgns_model,0.3493046828,-,True,-,ipod,ipod,3703,True,True,0,0,1,1.0,1.0,,,conc,,,,square,ipod
neighbors-200,wikipedia_sgns_model,0.3497399627,-,True,-,panelled,panel,1355,True,True,3,6,10,0.1,0.3517175486696144,homonyms_only_different_pos,non-met,abs-conc,,,,square,panel
neighbors-200,wikipedia_sgns_model,0.3499128834,-,True,-,balcony,balcony,8439,True,True,2,0,2,0.8571428571428571,0.8571428571428571,poly,non-met,conc,,,,square,balcony
neighbors-200,wikipedia_sgns_model,0.3499571372,-,True,-,hypercubes,hypercube,150,False,False,0,0,0,None,,,,-,,,,square,hypercube
neighbors-200,wikipedia_sgns_model,0.3506506,-,True,-,recliner,recliner,163,True,True,0,0,1,1.0,1.0,,,conc,,,,square,recliner
neighbors-200,wikipedia_sgns_model,0.3507921134,-,True,-,baseboard,baseboard,166,True,True,0,0,1,1.0,1.0,mon,,conc,,,,square,baseboard
neighbors-200,wikipedia_sgns_model,0.3511178891,-,True,-,64kb,64,360,True,False,0,0,1,1.0,1.0,,,-,,,,square,64
neighbors-200,wikipedia_sgns_model,0.3688519003,-,True,-,64mb,64,154,True,False,0,0,1,1.0,1.0,,,-,,,,square,64
neighbors-200,wikipedia_sgns_model,0.3512714042,-,True,-,playroom,playroom,395,True,True,0,0,1,1.0,1.0,mon,,conc,,,,square,playroom
neighbors-200,wikipedia_sgns_model,0.3513797467,-,True,-,folder,folder,2694,True,True,2,0,2,0.5555555555555556,0.5555555555555556,mon,non-met,conc,,,,square,folder
neighbors-200,wikipedia_sgns_model,0.3530364577,-,True,-,folders,folder,1632,True,True,2,0,2,0.5555555555555556,0.5555555555555556,mon,non-met,conc,,,,square,folder
neighbors-200,wikipedia_sgns_model,0.3518497052,-,True,-,32gb,32,334,True,False,0,0,1,1.0,1.0,,,-,,,,square,32
neighbors-200,wikipedia_sgns_model,0.3519742821,-,True,-,onenote,onenote,201,False,False,0,0,0,None,,,,-,,,,square,onenote
neighbors-200,wikipedia_sgns_model,0.3529814992,-,True,-,restrooms,restroom,2632,True,True,0,0,1,0.9,0.9,,,conc,,,,square,restroom
neighbors-200,wikipedia_sgns_model,0.3531735864,-,True,-,esata,esata,109,False,False,0,0,0,None,,,,-,,,,square,esata
neighbors-200,wikipedia_sgns_model,0.3532286941,-,True,-,80186,80186,113,False,False,0,0,0,None,,,,-,,,,square,80186
neighbors-200,wikipedia_sgns_model,0.3533922616,-,True,-,usb,usb,8786,False,False,0,0,0,None,,,,-,,,,square,usb
neighbors-200,wikipedia_sgns_model,0.3535729931,-,True,-,motherboard,motherboard,2063,False,False,0,0,0,None,,,,-,,,,square,motherboard
neighbors-200,wikipedia_sgns_model,0.3539824187,-,True,-,pews,pew,2835,True,True,0,0,1,1.0,1.0,poly,,conc,,,,square,pew
neighbors-200,wikipedia_sgns_model,0.3542634526,-,True,-,keychains,keychain,173,False,False,0,0,0,None,,,,-,,,,square,keychain
neighbors-200,wikipedia_sgns_model,0.3610182168,-,True,-,keychain,keychain,264,False,False,0,0,0,None,,,,-,,,,square,keychain
neighbors-200,wikipedia_sgns_model,0.3544917337,-,True,-,eeprom,eeprom,346,False,False,0,0,0,None,,,,-,,,,square,eeprom
neighbors-200,wikipedia_sgns_model,0.3550182258,-,True,-,pantry,pantry,1724,True,True,0,0,1,1.0,1.0,poly,,conc,,,,square,pantry
neighbors-200,wikipedia_sgns_model,0.3552970555,-,True,-,portable,portable,18910,True,True,1,0,3,None,,mon,,conc,,,,square,portable
neighbors-200,wikipedia_sgns_model,0.355863227,-,True,-,clipboard,clipboard,442,True,True,0,0,1,1.0,1.0,mon,non-met,conc,,,,square,clipboard
neighbors-200,wikipedia_sgns_model,0.3558822747,-,True,-,presario,presario,112,False,False,0,0,0,None,,,,-,,,,square,presario
neighbors-200,wikipedia_sgns_model,0.3559346372,-,True,-,applesoft,applesoft,165,False,False,0,0,0,None,,,,-,,,,square,applesoft
neighbors-200,wikipedia_sgns_model,0.3561354492,-,True,-,tapes,tape,14695,True,True,4,3,8,0.2,0.5037806620623958,homonyms_only_different_pos,non-met,abs-conc,,,,square,tape
neighbors-200,wikipedia_sgns_model,0.3767958249,-,True,-,tape,tape,38998,True,True,4,3,8,0.2,0.5037806620623958,homonyms_only_different_pos,non-met,abs-conc,564,567,406,square,tape
neighbors-200,wikipedia_sgns_model,0.356342889,-,True,-,foyer,foyer,2823,True,True,0,0,1,1.0,1.0,mon,non-met,conc,,,,square,foyer
neighbors-200,wikipedia_sgns_model,0.3564318295,-,True,-,hardware,hardware,40740,True,True,2,0,3,0.42857142857142855,0.5633699633699635,poly,,conc,560,496,,square,hardware
neighbors-200,wikipedia_sgns_model,0.3564362578,-,True,-,phones,phone,16672,True,True,2,5,4,0.11764705882352941,0.28366013071895424,homonyms_also_same_pos,met non-met,abs-conc,,,,square,phone
neighbors-200,wikipedia_sgns_model,0.3712056519,-,True,-,phone,phone,61715,True,True,2,5,4,0.11764705882352941,0.28366013071895424,homonyms_also_same_pos,met non-met,abs-conc,624,550,,square,phone
neighbors-200,wikipedia_sgns_model,0.3564687007,-,True,-,armoire,armoire,121,True,True,0,0,1,1.0,1.0,,,conc,,,,square,armoire
neighbors-200,wikipedia_sgns_model,0.3568298061,-,True,-,1tb,1,133,True,True,0,0,2,None,,,380,abs,,,,square,1
neighbors-200,wikipedia_sgns_model,0.3570004033,-,True,-,zx80,zx80,127,False,False,0,0,0,None,,,,-,,,,square,zx80
neighbors-200,wikipedia_sgns_model,0.3570724899,-,True,-,drawer,drawer,1951,True,True,3,0,3,0.4444444444444444,0.515537209035661,homonyms_also_same_pos,non-met,conc,,,,square,drawer
neighbors-200,wikipedia_sgns_model,0.4300047966,-,True,-,drawers,drawer,1171,True,True,3,0,3,0.4444444444444444,0.515537209035661,homonyms_also_same_pos,non-met,conc,,,,square,drawer
neighbors-200,wikipedia_sgns_model,0.3575918184,-,True,-,fat16,fat16,160,False,False,0,0,0,None,,,,-,,,,square,fat16
neighbors-200,wikipedia_sgns_model,0.3579329723,-,True,-,racks,rack,3287,True,True,9,8,18,0.08695652173913043,0.20597380435284504,homonyms_also_same_pos,non-met,abs-conc,,,,square,rack
neighbors-200,wikipedia_sgns_model,0.3585099361,-,True,-,prodos,prodo,174,False,False,0,0,0,None,,,,-,,,,square,prodo
neighbors-200,wikipedia_sgns_model,0.3585164276,-,True,-,2kb,2,100,True,True,0,0,2,None,,,583,abs,,,,square,2
neighbors-200,wikipedia_sgns_model,0.3585259512,-,True,-,8kb,8,144,True,True,0,0,2,None,,,non-met,abs,,,,square,8
neighbors-200,wikipedia_sgns_model,0.3587559599,-,True,-,touchscreen,touchscreen,2147,True,True,0,0,1,1.0,1.0,,,conc,,,,square,touchscreen
neighbors-200,wikipedia_sgns_model,0.3591712576,-,True,-,wallpaper,wallpaper,2585,True,True,0,0,2,None,,homonyms_only_different_pos,non-met,abs,,,,square,wallpaper
neighbors-200,wikipedia_sgns_model,0.3601843974,-,True,-,workrooms,workroom,131,True,True,0,1,1,1.0,1.0,mon,non-met,conc,,,,square,workroom
neighbors-200,wikipedia_sgns_model,0.3608594307,-,True,-,classrooms,classroom,19504,True,True,0,0,1,1.0,1.0,mon,,conc,,,,square,classroom
neighbors-200,wikipedia_sgns_model,0.3616038308,-,True,-,files,file,43414,True,True,5,10,9,0.11764705882352941,0.2379254732195909,homonyms_also_same_pos,non-met,abs-conc,,,,square,file
neighbors-200,wikipedia_sgns_model,0.3616924208,-,True,-,lounge,lounge,13656,True,True,2,0,4,0.3333333333333333,0.4298245614035088,homonyms_only_different_pos,non-met,conc,,,,square,lounge
neighbors-200,wikipedia_sgns_model,0.3662697404,-,True,-,lounges,lounge,2160,True,True,2,0,4,0.3333333333333333,0.4298245614035088,homonyms_only_different_pos,non-met,conc,,,,square,lounge
neighbors-200,wikipedia_sgns_model,0.3620371026,-,True,-,ensuite,ensuite,148,False,False,0,0,0,None,,,,-,,,,square,ensuite
neighbors-200,wikipedia_sgns_model,0.3636890306,-,True,-,console,console,21972,True,True,2,0,5,0.5263157894736842,0.5798245614035088,homonyms_only_different_pos,,conc,,,,square,console
neighbors-200,wikipedia_sgns_model,0.3646927594,-,True,-,runcinated,runcinat,113,False,False,0,0,0,None,,,,-,,,,square,runcinat
neighbors-200,wikipedia_sgns_model,0.3656842448,-,True,-,roms,rom,1623,True,True,0,0,1,0.8,0.8,,,conc,,,,square,rom
neighbors-200,wikipedia_sgns_model,0.3658669013,-,True,-,removable,removable,4185,True,False,0,0,2,None,,,,-,,,,square,removable
neighbors-200,wikipedia_sgns_model,0.3658878366,-,True,-,demicube,demicube,120,False,False,0,0,0,None,,,,-,,,,square,demicube
neighbors-200,wikipedia_sgns_model,0.3661312412,-,True,-,exfat,exfat,102,False,False,0,0,0,None,,,,-,,,,square,exfat
neighbors-200,wikipedia_sgns_model,0.3661964603,-,True,-,smartwatches,smartwatch,116,False,False,0,0,0,None,,,,-,,,,square,smartwatch
neighbors-200,wikipedia_sgns_model,0.3675063455,-,True,-,workstation,workstation,2221,True,True,0,0,1,1.0,1.0,,,conc,,,,square,workstation
neighbors-200,wikipedia_sgns_model,0.3928176779,-,True,-,workstations,workstation,2148,True,True,0,0,1,1.0,1.0,,,conc,,,,square,workstation
neighbors-200,wikipedia_sgns_model,0.3711190966,-,True,-,typewriter,typewriter,3247,True,True,0,0,1,1.0,1.0,poly,non-met,conc,611,524,389,square,typewriter
neighbors-200,wikipedia_sgns_model,0.372128712,-,True,-,floppies,floppy,231,True,True,0,0,2,None,,poly,non-met,conc,,,,square,floppy
neighbors-200,wikipedia_sgns_model,0.4019227986,-,True,-,floppy,floppy,4307,True,True,0,0,2,None,,poly,non-met,conc,,,,square,floppy
neighbors-200,wikipedia_sgns_model,0.3723144866,-,True,-,acronis,acronis,103,False,False,0,0,0,None,,,,-,,,,square,acronis
neighbors-200,wikipedia_sgns_model,0.3729455031,-,True,-,staffroom,staffroom,105,False,False,0,0,0,None,,,,-,,,,square,staffroom
neighbors-200,wikipedia_sgns_model,0.37310123,-,True,-,closets,closet,808,True,True,2,0,5,0.5263157894736842,0.6656920077972709,homonyms_only_different_pos,non-met,conc,,,,square,closet
neighbors-200,wikipedia_sgns_model,0.3910585851,-,True,-,closet,closet,5549,True,True,2,0,5,0.5263157894736842,0.6656920077972709,homonyms_only_different_pos,non-met,conc,599,540,,square,closet
neighbors-200,wikipedia_sgns_model,0.374235163,-,True,-,wgsns,wgsns,106,False,False,0,0,0,None,,,,-,,,,square,wgsns
neighbors-200,wikipedia_sgns_model,0.374268718,-,True,-,gameboard,gameboard,245,True,True,0,0,1,1.0,1.0,,,conc,,,,square,gameboard
neighbors-200,wikipedia_sgns_model,0.3744036521,-,True,-,downstairs,downstairs,3441,True,False,0,0,2,None,,homonyms_only_different_pos,non-met,-,,,,square,downstairs
neighbors-200,wikipedia_sgns_model,0.3744119222,-,True,-,photomask,photomask,114,False,False,0,0,0,None,,,,-,,,,square,photomask
neighbors-200,wikipedia_sgns_model,0.3744170779,-,True,-,laserjet,laserjet,220,False,False,0,0,0,None,,,,-,,,,square,laserjet
neighbors-200,wikipedia_sgns_model,0.3745196331,-,True,-,notebooks,notebook,2906,True,True,1,0,2,0.45454545454545453,0.45454545454545453,mon,non-met,conc,,,,square,notebook
neighbors-200,wikipedia_sgns_model,0.4144287914,-,True,-,notebook,notebook,4303,True,True,1,0,2,0.45454545454545453,0.45454545454545453,mon,non-met,conc,,,,square,notebook
neighbors-200,wikipedia_sgns_model,0.3757368868,-,True,-,bookshelves,bookshelf,360,True,True,0,0,1,1.0,1.0,,,conc,,,,square,bookshelf
neighbors-200,wikipedia_sgns_model,0.376288766,-,True,-,pages,page,50070,True,True,4,15,9,0.125,0.41928388029197916,homonyms_also_same_pos,non-met,abs-conc-n,,,,square,page
neighbors-200,wikipedia_sgns_model,0.3819274736,-,True,-,powerbooks,powerbook,105,False,False,0,0,0,None,,,,-,,,,square,powerbook
neighbors-200,wikipedia_sgns_model,0.3841928022,-,True,-,keypunch,keypunch,102,False,False,0,0,0,None,,mon,,-,,,,square,keypunch
neighbors-200,wikipedia_sgns_model,0.3843057186,-,True,-,shelves,shelf,4288,True,True,2,5,2,0.375,0.375,poly,non-met,conc,,,,square,shelf
neighbors-200,wikipedia_sgns_model,0.3865594413,-,True,-,desktops,desktop,1007,True,True,1,0,2,0.2727272727272727,0.2727272727272727,,,conc,,,,square,desktop
neighbors-200,wikipedia_sgns_model,0.4196227931,-,True,-,desktop,desktop,12737,True,True,1,0,2,0.2727272727272727,0.2727272727272727,,,conc,,,,square,desktop
neighbors-200,wikipedia_sgns_model,0.3883386911,-,True,-,diskless,diskless,137,False,False,0,0,0,None,,,,-,,,,square,diskless
neighbors-200,wikipedia_sgns_model,0.3886384344,-,True,-,fat12,fat12,152,False,False,0,0,0,None,,,,-,,,,square,fat12
neighbors-200,wikipedia_sgns_model,0.3901866384,-,True,-,imacs,imac,129,False,False,0,0,0,None,,,,-,,,,square,imac
neighbors-200,wikipedia_sgns_model,0.3927170983,-,True,-,computer,computer,181138,True,True,1,3,2,0.4444444444444444,0.4444444444444444,mon,non-met,conc,,,,square,computer
neighbors-200,wikipedia_sgns_model,0.4150201041,-,True,-,computers,computer,42997,True,True,1,3,2,0.4444444444444444,0.4444444444444444,mon,non-met,conc,,,,square,computer
neighbors-200,wikipedia_sgns_model,0.3936505626,-,True,-,skydrive,skydrive,119,False,False,0,0,0,None,,,,-,,,,square,skydrive
neighbors-200,wikipedia_sgns_model,0.3981197839,-,True,-,hallway,hallway,3587,True,True,0,3,1,1.0,1.0,mon,,conc,,,,square,hallway
neighbors-200,wikipedia_sgns_model,0.4004360966,-,True,-,subdirectories,subdirectory,131,True,True,0,0,1,1.0,1.0,,,abs,,,,square,subdirectory
neighbors-200,wikipedia_sgns_model,0.4010100367,-,True,-,diskette,diskette,293,True,True,0,0,1,1.0,1.0,,,conc,,,,square,diskette
neighbors-200,wikipedia_sgns_model,0.4064122929,-,True,-,upstairs,upstairs,6858,True,True,1,0,4,None,,homonyms_only_different_pos,non-met,conc,,,,square,upstairs
neighbors-200,wikipedia_sgns_model,0.4083219222,-,True,-,cubicles,cubicle,384,True,True,1,3,3,0.6666666666666666,0.7362573099415205,mon,,conc,,,,square,cubicle
neighbors-200,wikipedia_sgns_model,0.4152995013,-,True,-,cubicle,cubicle,614,True,True,1,3,3,0.6666666666666666,0.7362573099415205,mon,,conc,,,,square,cubicle
neighbors-200,wikipedia_sgns_model,0.4160092469,-,True,-,kitchenette,kitchenette,186,True,True,0,0,1,1.0,1.0,mon,,conc,,,,square,kitchenette
neighbors-200,wikipedia_sgns_model,0.4267836086,-,True,-,billiard,billiard,2227,True,False,0,0,1,1.0,1.0,mon,,-,,,,square,billiard
round,conceptnet,0.430745219,-,True,-,disk,disk,27120,True,True,1,0,5,0.11764705882352941,0.42170019522960694,mon,,abs-conc,,,,square,disk
square,conceptnet,0.4900928788,-,True,-,disks,disk,6656,True,True,1,0,5,0.11764705882352941,0.42170019522960694,mon,,abs-conc,,,,square,disk
neighbors-200,wikipedia_sgns_model,0.4357233083,-,True,-,dining,dining,23397,True,True,0,0,5,0.13333333333333333,0.18183760683760686,,non-met,conc,,,,square,dining
neighbors-200,wikipedia_sgns_model,0.4438355095,-,True,-,bedroom,bedroom,16778,True,True,0,0,1,1.0,1.0,poly,non-met,conc,615,646,206,square,bedroom
square,conceptnet,0.5375679236,-,True,-,bedrooms,bedroom,5365,True,True,0,0,1,1.0,1.0,poly,non-met,conc,,,,square,bedroom
neighbors-200,wikipedia_sgns_model,0.4740178964,-,True,-,room,room,218788,True,True,2,5,5,0.125,0.2297910422910423,homonyms_only_different_pos,met non-met,abs-conc,566,627,244,square,room
round,conceptnet,0.4920831849,-,True,-,rooms,room,77410,True,True,2,5,5,0.125,0.2297910422910423,homonyms_only_different_pos,met non-met,abs-conc,,,,square,room
