sources_str,categories_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
wikipedia_sgns_model,neighbors-200,0.4155086264,-,True,-,rope,rope,18600,True,True,2,0,4,0.18181818181818182,0.2159090909090909,homonyms_only_different_pos,,conc,608,539,281,roll,rope
wikipedia_sgns_model,neighbors-200,0.3816396937,-,True,-,plunger,plunger,1071,True,True,2,0,4,0.38095238095238093,0.46733500417710944,poly,,conc,,,,roll,plunger
wikipedia_sgns_model,neighbors-200,0.3908417376,-,True,-,plungers,plunger,123,True,True,2,0,4,0.38095238095238093,0.46733500417710944,poly,,conc,,,,roll,plunger
wikipedia_sgns_model,neighbors-200,0.3748531073,-,True,-,crosshead,crosshead,205,True,True,0,0,2,0.11764705882352941,0.11764705882352941,,,abs-conc,,,,roll,crosshead
wikipedia_sgns_model,neighbors-200,0.3412851425,-,True,-,chocks,chock,119,True,True,1,0,4,0.25,0.25,homonyms_only_different_pos,,conc,,,,roll,chock
wikipedia_sgns_model,neighbors-200,0.3983152785,-,True,-,pipe,pipe,26985,True,True,6,16,9,0.11764705882352941,0.36066176470588235,homonyms_only_different_pos,non-met,abs-conc,602,535,,roll,pipe
wikipedia_sgns_model,neighbors-200,0.3517490897,-,True,-,skis,ski,2702,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,roll,ski
wikipedia_sgns_model,neighbors-200,0.4077253806,-,True,-,workpiece,workpiece,1308,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,workpiece
wikipedia_sgns_model,neighbors-200,0.3402462116,-,True,-,shafts,shaft,7014,True,True,5,0,14,0.10526315789473684,0.2907495541657147,homonyms_only_different_pos,,abs-conc,,,,roll,shaft
wikipedia_sgns_model,neighbors-200,0.395495846,-,True,-,shaft,shaft,19554,True,True,5,0,14,0.10526315789473684,0.2907495541657147,homonyms_only_different_pos,,abs-conc,,,,roll,shaft
wikipedia_sgns_model,neighbors-200,0.3519875642,-,True,-,breechblock,breechblock,208,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,breechblock
wikipedia_sgns_model,neighbors-200,0.3527119706,-,True,-,corselet,corselet,104,True,True,0,0,1,1.0,1.0,homonyms_also_same_pos,,conc,,,,roll,corselet
wikipedia_sgns_model,neighbors-200,0.3773269234,-,True,-,trunnions,trunnion,160,False,False,0,0,0,None,,,,-,,,,roll,trunnion
wikipedia_sgns_model,neighbors-200,0.3866174421,-,True,-,trunnion,trunnion,210,False,False,0,0,0,None,,,,-,,,,roll,trunnion
wikipedia_sgns_model,neighbors-200,0.3626810504,-,True,-,backrest,backrest,182,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,backrest
wikipedia_sgns_model,neighbors-200,0.3676394853,-,True,-,paddle,paddle,6178,True,True,3,5,10,0.2,0.351438480761789,homonyms_also_same_pos,,conc,,,,roll,paddle
wikipedia_sgns_model,neighbors-200,0.3460713957,-,True,-,noseband,noseband,169,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,noseband
wikipedia_sgns_model,neighbors-200,0.3469468742,-,True,-,carabiner,carabiner,157,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,carabiner
wikipedia_sgns_model,neighbors-200,0.3474656125,-,True,-,hammer,hammer,23090,True,True,3,4,10,0.08695652173913043,0.4049289435938216,homonyms_only_different_pos,met non-met,abs-conc,605,515,278,roll,hammer
wikipedia_sgns_model,neighbors-200,0.3394780396,-,True,-,fireplace,fireplace,5533,True,True,0,0,1,1.0,1.0,poly,,conc,592,529,,roll,fireplace
wikipedia_sgns_model,neighbors-200,0.428120823,-,True,-,chainring,chainr,149,False,False,0,0,0,None,,,,-,,,,roll,chainr
wikipedia_sgns_model,neighbors-200,0.4035970708,-,True,-,swaging,swaging,104,True,False,0,0,4,0.2,0.2111111111111111,,,-,,,,roll,swaging
wikipedia_sgns_model,neighbors-200,0.3477673449,-,True,-,shovel,shovel,2543,True,True,1,0,5,0.125,0.4044590643274853,homonyms_only_different_pos,non-met,abs-conc,581,528,,roll,shovel
wikipedia_sgns_model,neighbors-200,0.351911694,-,True,-,blade,blade,24836,True,True,4,0,9,0.21052631578947367,0.38687090820733744,poly,non-met,conc,584,517,344,roll,blade
wikipedia_sgns_model,neighbors-200,0.3571717172,-,True,-,mandrel,mandrel,373,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,mandrel
wikipedia_sgns_model,neighbors-200,0.374468752,-,True,-,drawstring,drawstr,120,False,False,0,0,0,None,,,,-,,,,roll,drawstr
wikipedia_sgns_model,neighbors-200,0.3843632797,-,True,-,sheave,sheave,127,False,False,0,0,0,None,,,,-,,,,roll,sheave
wikipedia_sgns_model,neighbors-200,0.3854458997,-,True,-,knurled,knurl,111,False,False,0,0,0,None,,,,-,,,,roll,knurl
wikipedia_sgns_model,neighbors-200,0.3788279166,-,True,-,chamfer,chamfer,112,True,True,1,0,3,0.75,0.75,,,conc,,,,roll,chamfer
wikipedia_sgns_model,neighbors-200,0.3978352127,-,True,-,forend,forend,102,False,False,0,0,0,None,,,,-,,,,roll,forend
wikipedia_sgns_model,neighbors-200,0.3916093305,-,True,-,wallower,wallower,185,False,False,0,0,0,None,,,,-,,,,roll,wallower
wikipedia_sgns_model,neighbors-200,0.385393205,-,True,-,foregrip,foregrip,106,False,False,0,0,0,None,,,,-,,,,roll,foregrip
wikipedia_sgns_model,neighbors-200,0.3769869355,-,True,-,wooden,wooden,66923,True,False,1,0,2,None,,poly,non-met,-,,,,roll,wooden
wikipedia_sgns_model,neighbors-200,0.3395513879,-,True,-,chamferboards,chamferboard,100,False,False,0,0,0,None,,,,-,,,,roll,chamferboard
wikipedia_sgns_model,neighbors-200,0.3670938178,-,True,-,tile,tile,9920,True,True,1,0,4,0.5555555555555556,0.5787037037037037,homonyms_only_different_pos,,conc,,,,roll,tile
wikipedia_sgns_model,neighbors-200,0.3601759132,-,True,-,leather,leather,24509,True,True,0,0,2,None,,homonyms_only_different_pos,non-met,abs,575,571,,roll,leather
wikipedia_sgns_model,neighbors-200,0.3387786672,-,True,-,cloth,cloth,19826,True,True,0,0,1,1.0,1.0,poly,non-met,conc,580,561,,roll,cloth
wikipedia_sgns_model,neighbors-200,0.3677686081,-,True,-,shoes,shoe,21972,True,True,2,0,5,0.5263157894736842,0.5937392500859993,homonyms_only_different_pos,non-met,conc,,,,roll,shoe
wikipedia_sgns_model,neighbors-200,0.4114685859,-,True,-,shoe,shoe,14949,True,True,2,0,5,0.5263157894736842,0.5937392500859993,homonyms_only_different_pos,non-met,conc,600,569,,roll,shoe
wikipedia_sgns_model,neighbors-200,0.3696203862,-,True,-,candles,candle,5465,True,True,2,0,3,0.10526315789473684,0.10526315789473684,poly,non-met,abs-conc,,,,roll,candle
manually_included,pos,0.4899901407,-,True,-,candle,candle,5981,True,True,2,0,3,0.10526315789473684,0.10526315789473684,poly,non-met,abs-conc,565,544,,roll,candle
wikipedia_sgns_model,neighbors-200,0.3739636041,-,True,-,glass,glass,102855,True,True,5,7,12,0.09523809523809523,0.28231416339163223,poly,non-met,abs-conc,635,611,,roll,glass
wikipedia_sgns_model,neighbors-200,0.3664075532,-,True,-,tub,tub,2954,True,True,1,0,3,0.13333333333333333,0.38518518518518513,poly,non-met,abs-conc,,,,roll,tub
wikipedia_sgns_model,neighbors-200,0.3485353352,-,True,-,firebox,firebox,1690,True,True,0,0,1,1.0,1.0,poly,,conc,,,,roll,firebox
wikipedia_sgns_model,neighbors-200,0.3388672524,-,True,-,earthenware,earthenware,1525,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,earthenware
wikipedia_sgns_model,neighbors-200,0.3474791367,-,True,-,provolone,provolone,107,False,False,0,0,0,None,,,,-,,,,roll,provolone
wikipedia_sgns_model,neighbors-200,0.3481267031,-,True,-,kiln,kiln,3934,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,kiln
wikipedia_sgns_model,neighbors-200,0.3527716485,-,True,-,lamps,lamp,11389,True,True,1,0,2,0.6666666666666666,0.6666666666666666,poly,non-met,conc,,,,roll,lamp
wikipedia_sgns_model,neighbors-200,0.4020381895,-,True,-,lamp,lamp,12970,True,True,1,0,2,0.6666666666666666,0.6666666666666666,poly,non-met,conc,615,578,283,roll,lamp
wikipedia_sgns_model,neighbors-200,0.3500101363,-,True,-,preheated,preheat,154,True,False,0,0,1,1.0,1.0,mon,,-,,,,roll,preheat
wikipedia_sgns_model,neighbors-200,0.4080138156,-,True,-,bottle,bottle,18995,True,True,3,3,5,0.13333333333333333,0.34444444444444444,homonyms_only_different_pos,non-met,abs-conc,591,591,,roll,bottle
wikipedia_sgns_model,neighbors-200,0.3532129412,-,True,-,vaporizer,vaporizer,152,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,vaporizer
wikipedia_sgns_model,neighbors-200,0.3441251386,-,True,-,boiler,boiler,12926,True,True,1,0,2,0.8421052631578947,0.8421052631578947,poly,,conc,,,,roll,boiler
wikipedia_sgns_model,neighbors-200,0.4407656132,-,True,-,tyres,tyre,6434,True,True,1,0,2,0.35294117647058826,0.35294117647058826,poly,non-met,conc-n,,,,roll,tyre
cslb,does_roll,0.5185031732,-,True,-,tyre,tyre,7024,True,True,1,0,2,0.35294117647058826,0.35294117647058826,poly,non-met,conc-n,,,,roll,tyre
wikipedia_sgns_model,neighbors-200,0.3906853684,-,True,-,hose,hose,4659,True,True,2,0,4,0.5263157894736842,0.6175438596491228,homonyms_also_same_pos,,conc,596,449,314,roll,hose
wikipedia_sgns_model,neighbors-200,0.3597065881,-,True,-,bricks,brick,11731,True,True,2,0,2,0.5,0.5,poly,non-met,conc,,,,roll,brick
wikipedia_sgns_model,neighbors-200,0.3514609809,-,True,-,paint,paint,37795,True,True,4,13,7,0.2222222222222222,0.30886243386243384,homonyms_only_different_pos,met non-met,abs-conc,577,551,,roll,paint
wikipedia_sgns_model,neighbors-200,0.3547761664,-,True,-,marbles,marble,2365,True,True,2,0,4,0.23529411764705882,0.3284313725490196,poly,met non-met,abs-conc,,,,roll,marble
cslb,does_roll,0.43331107,-,True,-,marble,marble,29389,True,True,2,0,4,0.23529411764705882,0.3284313725490196,poly,met non-met,abs-conc,611,436,294,roll,marble
wikipedia_sgns_model,neighbors-200,0.3868860862,-,True,-,balls,ball,28297,True,True,3,0,13,0.08,0.20951374560226235,homonyms_also_same_pos,non-met,abs-conc-n,,,,roll,ball
cslb conceptnet,does_roll roll,0.4676256265,-,True,-,ball,ball,137087,True,True,3,0,13,0.08,0.20951374560226235,homonyms_also_same_pos,non-met,abs-conc-n,615,575,150,roll,ball
wikipedia_sgns_model,neighbors-200,0.3657669611,-,True,-,pavement,pavement,6182,True,True,1,0,3,0.5555555555555556,0.6296296296296297,poly,non-met,conc,,,,roll,pavement
wikipedia_sgns_model,neighbors-200,0.3475059907,-,True,-,nut,nut,7680,True,True,5,0,8,0.09523809523809523,0.24038799464496055,homonyms_only_different_pos,met,abs-conc-n,,,,roll,nut
wikipedia_sgns_model,neighbors-200,0.3929645957,-,True,-,hubcaps,hubcap,308,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,hubcap
wikipedia_sgns_model,neighbors-200,0.3542146681,-,True,-,calathus,calathus,169,False,False,0,0,0,None,,,,-,,,,roll,calathus
cslb,does_roll,0.450212836,-,True,-,pig,pig,15819,True,True,6,0,9,0.2222222222222222,0.4114912800166535,homonyms_only_different_pos,met non-met,conc,614,509,233,roll,pig
wikipedia_sgns_model,neighbors-200,0.3563374723,-,True,-,crank,crank,3727,True,True,5,5,10,0.2,0.30786064425770315,homonyms_only_different_pos,,conc,448,475,,roll,crank
wikipedia_sgns_model,neighbors-200,0.36817811,-,True,-,wrenches,wrench,385,True,True,3,5,7,0.1,0.18455799828348848,homonyms_only_different_pos,met,abs-conc,,,,roll,wrench
wikipedia_sgns_model,neighbors-200,0.3472399755,-,True,-,projectile,projectile,5511,True,True,1,3,3,0.631578947368421,0.631578947368421,homonyms_only_different_pos,,conc,532,347,597,roll,projectile
wikipedia_sgns_model,neighbors-200,0.3387165653,-,True,-,donkey,donkey,6794,True,True,1,0,2,0.07692307692307693,0.07692307692307693,poly,met,abs-conc,,,,roll,donkey
wikipedia_sgns_model,neighbors-200,0.3474322924,-,True,-,windowpane,windowpane,105,True,True,2,0,2,0.3076923076923077,0.3076923076923077,mon,,conc,,,,roll,windowpane
wikipedia_sgns_model,neighbors-200,0.338538918,1,True,-,wiffle,wiffle,127,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,wiffle
wikipedia_sgns_model,neighbors-200,0.3385786638,-,True,-,polyurethane,polyurethane,1473,True,True,0,0,1,1.0,1.0,mon,,abs,,,,roll,polyurethane
wikipedia_sgns_model,neighbors-200,0.3385862537,-,True,-,alloy,alloy,11378,True,True,2,0,4,0.2222222222222222,0.25396825396825395,homonyms_only_different_pos,non-met,abs,,,,roll,alloy
wikipedia_sgns_model,neighbors-200,0.3393537549,-,True,-,nozzle,nozzle,3221,True,True,1,0,2,0.2222222222222222,0.2222222222222222,mon,,conc,555,412,411,roll,nozzle
wikipedia_sgns_model,neighbors-200,0.3402542982,-,True,-,senton,senton,109,False,False,0,0,0,None,,,,-,,,,roll,senton
wikipedia_sgns_model,neighbors-200,0.3403471152,-,True,-,backboard,backboard,379,True,True,1,0,2,0.6666666666666666,0.6666666666666666,,,conc,,,,roll,backboard
wikipedia_sgns_model,neighbors-200,0.3404478246,-,True,-,plastic,plastic,39402,True,True,1,0,5,0.15384615384615385,0.15384615384615385,homonyms_only_different_pos,non-met,abs-conc,,,,roll,plastic
wikipedia_sgns_model,neighbors-200,0.3407819629,-,True,-,subframe,subframe,352,False,False,0,0,0,None,,,,-,,,,roll,subframe
wikipedia_sgns_model,neighbors-200,0.3447963071,-,True,-,subframes,subframe,100,False,False,0,0,0,None,,,,-,,,,roll,subframe
wikipedia_sgns_model,neighbors-200,0.3409747449,-,True,-,manhole,manhole,687,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,manhole
wikipedia_sgns_model,neighbors-200,0.3412018476,-,True,-,bearings,bearing,5541,True,True,4,0,20,0.11764705882352941,0.28998054915112703,poly,met,abs-conc,,,,roll,bearing
wikipedia_sgns_model,neighbors-200,0.3420459248,-,True,-,tubing,tube,3901,True,True,6,10,9,0.1,0.2030257936507937,poly,non-met,abs-conc,,,,roll,tube
wikipedia_sgns_model,neighbors-200,0.3421530818,-,True,-,urethane,urethane,383,True,True,0,0,1,1.0,1.0,,,abs,,,,roll,urethane
wikipedia_sgns_model,neighbors-200,0.3423761962,-,True,-,slab,slab,7156,True,True,0,0,1,1.0,1.0,poly,,conc,,,,roll,slab
wikipedia_sgns_model,neighbors-200,0.34289395,-,True,-,piston,piston,10180,True,True,1,0,2,0.36363636363636365,0.36363636363636365,mon,non-met,conc-n,586,409,,roll,piston
wikipedia_sgns_model,neighbors-200,0.3429955916,-,True,-,sprocket,sprocket,1060,True,True,1,0,3,0.1,0.23127917833800185,poly,,abs-conc,,,,roll,sprocket
wikipedia_sgns_model,neighbors-200,0.3437149434,-,True,-,recuperator,recuperator,116,False,False,0,0,0,None,,,,-,,,,roll,recuperator
wikipedia_sgns_model,neighbors-200,0.3439516121,-,True,-,millstones,millstone,891,True,True,1,0,3,0.125,0.2916666666666667,poly,,abs-conc,,,,roll,millstone
wikipedia_sgns_model,neighbors-200,0.3439992785,-,True,-,dimpled,dimpled,145,True,False,0,0,2,0.18181818181818182,0.18181818181818182,,,-,,,,roll,dimpled
wikipedia_sgns_model,neighbors-200,0.3440135578,-,True,-,stainless,stainless,7759,True,True,0,0,2,None,,poly,non-met,abs,,,,roll,stainless
wikipedia_sgns_model,neighbors-200,0.3444571557,-,True,-,propeller,propeller,11428,True,True,0,0,1,1.0,1.0,mon,,conc,593,491,,roll,propeller
wikipedia_sgns_model,neighbors-200,0.3453808605,-,True,-,radiator,radiator,3970,True,True,1,0,3,0.5333333333333333,0.6148148148148148,poly,,conc,,,,roll,radiator
wikipedia_sgns_model,neighbors-200,0.3453814114,-,True,-,grooved,groove,1473,True,True,3,0,5,0.13333333333333333,0.17787114845938373,homonyms_only_different_pos,,abs-conc,,,,roll,groove
wikipedia_sgns_model,neighbors-200,0.3454908741,-,True,-,caber,caber,112,True,True,0,0,1,1.0,1.0,poly,,conc,,,,roll,caber
wikipedia_sgns_model,neighbors-200,0.3456523846,-,True,-,rifling,rifling,1137,True,True,0,0,3,0.2857142857142857,0.2857142857142857,mon,,abs,,,,roll,rifling
wikipedia_sgns_model,neighbors-200,0.3459713459,-,True,-,sliding,slide,8962,True,True,5,14,10,0.10526315789473684,0.27753938563729585,homonyms_only_different_pos,met non-met,abs-conc,,,,roll,slide
wikipedia_sgns_model,neighbors-200,0.3463828704,-,True,-,swashplate,swashplate,119,False,False,0,0,0,None,,,,-,,,,roll,swashplate
wikipedia_sgns_model,neighbors-200,0.3466893265,-,True,-,flange,flange,1472,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,flange
